101 
 182 350 280 399 245 245 105 168 245 77 0 294 287 385 427 322 266 175 49 175 357 420 483 378 448 301 203 245 350 147 119 112 245 322 301 133 315 434 462 315 434 371 434 364 210 175 105 105 98 224 210 161 266 364 420 434 378 294 287 217 294 56 56 91 308 210 532 308 175 133 259 392 378 406 427 259 280 301 287 322 259 133 203 245 301 350 336 98 217 77 322 301 287 266 287 266 308 308 273 329 238
 119 161 77 112 245 175 238 287 175 224 294 0 154 301 252 301 315 210 301 210 112 175 210 105 147 49 112 63 112 189 175 259 119 175 231 378 238 378 175 98 203 245 294 308 308 350 329 287 385 84 161 168 98 63 126 161 203 119 217 231 280 245 287 385 308 266 238 49 126 175 238 133 133 154 168 49 63 140 105 42 140 259 252 273 252 343 196 203 168 259 266 217 238 175 189 203 203 238 217 252 105
 182 63 224 175 112 49 189 189 301 245 287 154 0 147 140 147 175 126 266 301 112 147 224 252 245 112 112 112 266 252 189 308 245 322 364 315 77 224 231 70 154 98 161 154 189 252 266 224 343 196 266 126 63 189 231 182 91 42 63 112 126 238 308 378 427 364 294 210 161 224 357 133 112 140 168 175 203 287 245 203 266 189 140 140 98 189 49 189 77 294 112 63 84 28 35 56 42 84 70 98 77
 329 147 371 287 140 154 280 231 448 364 385 301 147 0 112 77 154 210 350 441 224 210 280 392 357 252 252 259 413 392 315 434 399 469 511 364 77 77 315 203 189 63 77 42 203 280 329 294 413 343 413 245 210 322 350 266 119 182 105 168 98 343 420 469 574 504 364 350 301 357 504 231 210 217 238 329 350 434 399 343 413 259 189 147 84 98 105 301 189 413 63 98 98 140 119 126 105 84 119 63 224
 315 91 329 203 203 175 322 301 420 385 427 252 140 112 0 175 245 252 399 434 147 112 175 322 266 203 245 238 350 392 329 448 364 427 476 434 126 175 217 154 84 63 49 147 287 357 392 350 469 315 392 266 189 252 266 168 49 154 147 224 182 371 448 518 553 497 259 301 301 357 483 140 126 126 140 294 308 392 357 287 385 315 252 224 154 203 91 329 210 434 147 133 154 154 140 161 119 133 161 126 210
 294 175 357 315 77 126 224 161 420 315 322 301 147 77 175 0 77 154 280 399 245 252 329 399 385 252 224 245 406 350 266 385 378 455 490 287 70 112 357 210 245 112 147 42 126 203 252 224 336 322 378 203 203 336 371 308 161 189 84 112 28 280 364 399 539 462 413 350 266 315 469 259 238 259 280 315 343 420 385 343 392 189 119 77 42 42 126 252 154 357 35 84 63 119 112 98 105 63 84 56 203
 287 231 364 357 70 140 175 98 406 273 266 315 175 154 245 77 0 126 224 371 287 315 392 420 427 280 224 259 420 322 238 343 371 455 476 210 126 175 406 245 308 182 224 119 56 126 182 161 266 315 364 182 224 364 406 357 224 217 119 91 63 238 315 336 518 434 469 364 252 287 448 308 287 308 336 322 350 420 385 357 385 140 77 42 98 84 182 210 154 315 105 133 98 147 147 119 154 119 112 126 210
 161 189 245 280 77 77 70 70 280 154 175 210 126 210 252 154 126 0 147 245 224 273 343 315 343 189 105 147 308 196 112 231 245 329 350 189 140 266 343 175 280 196 259 196 98 140 140 98 217 196 238 56 133 273 322 301 210 147 112 49 126 126 210 259 392 308 413 252 126 161 322 252 231 259 287 203 231 301 266 252 266 63 49 91 126 189 161 91 56 203 154 126 112 98 119 91 140 133 98 154 112
 196 329 301 399 210 224 77 126 280 105 49 301 266 350 399 280 224 147 0 210 350 406 476 392 448 294 196 245 364 175 126 154 273 350 336 91 280 392 462 301 413 343 406 322 168 126 56 56 84 245 238 147 252 364 427 427 357 280 252 182 252 63 105 119 350 252 532 322 182 154 301 378 364 392 420 266 294 329 308 329 280 91 161 203 266 301 308 98 189 119 287 273 252 245 259 238 280 273 238 294 224
 112 343 154 322 322 280 203 287 77 112 175 210 301 441 434 399 371 245 210 0 315 385 427 252 343 245 189 196 210 49 133 77 105 154 126 301 357 504 385 280 406 399 462 427 329 322 266 245 273 126 56 196 245 266 322 378 385 280 336 294 371 154 126 224 147 63 448 196 140 84 84 343 336 364 378 161 161 147 147 210 105 245 294 336 364 434 350 161 252 98 385 343 343 294 322 308 336 357 322 378 224
 203 70 189 70 224 154 273 294 287 301 357 112 112 224 147 245 287 224 350 315 0 70 126 175 140 70 154 119 203 280 245 350 231 280 336 413 175 301 119 49 91 154 196 245 301 357 364 315 434 189 266 203 98 105 126 77 105 77 168 217 231 301 364 448 413 371 189 154 196 259 343 28 21 49 70 154 168 252 210 140 245 280 245 252 203 287 119 259 168 343 210 161 189 140 140 168 140 182 182 189 126
 273 84 252 98 252 196 329 336 357 364 420 175 147 210 112 252 315 273 406 385 70 0 77 224 154 140 224 189 259 350 308 420 301 343 406 462 189 280 105 112 28 147 161 238 336 399 413 371 490 259 336 266 154 154 154 56 91 126 196 259 252 364 434 511 483 441 161 217 266 329 413 42 49 21 28 224 238 315 280 203 315 336 287 280 217 294 133 322 217 413 217 182 210 175 168 203 161 196 210 196 189
 322 161 280 105 329 273 399 413 385 420 483 210 224 280 175 329 392 343 476 427 126 77 0 224 126 189 280 245 266 399 371 469 329 357 427 532 266 350 63 175 91 224 224 315 413 476 483 441 560 301 371 329 224 168 140 49 168 196 273 336 329 427 490 574 504 476 84 238 322 378 441 98 112 84 56 259 266 329 301 224 343 406 364 357 301 371 210 385 294 462 294 259 294 252 252 280 238 273 287 273 252
 196 245 98 126 350 280 329 392 189 301 378 105 252 392 322 399 420 315 392 252 175 224 224 0 105 147 210 168 49 245 266 315 147 140 210 476 329 469 168 189 252 329 371 406 413 448 427 385 476 154 196 273 196 70 84 182 280 210 315 336 378 329 357 455 294 287 210 70 210 245 238 182 196 203 203 119 98 119 105 63 147 357 357 378 357 441 287 301 273 329 364 315 336 280 287 308 294 336 322 350 210
 266 210 189 70 357 287 378 420 287 371 448 147 245 357 266 385 427 343 448 343 140 154 126 105 0 154 252 203 154 329 329 399 238 245 315 525 315 434 63 175 182 294 315 378 434 483 469 427 532 224 287 308 210 84 28 98 238 210 308 350 371 392 434 532 399 385 105 147 273 322 343 126 147 140 126 189 182 224 203 133 245 399 378 385 343 427 259 350 294 406 350 301 329 280 280 308 280 322 315 329 238
 133 112 126 98 210 140 224 259 224 238 301 49 112 252 203 252 280 189 294 245 70 140 189 147 154 0 98 56 154 210 182 280 161 224 273 364 189 329 161 49 161 196 245 266 280 329 315 273 378 119 196 154 56 84 133 140 154 70 175 196 238 245 301 392 350 301 231 98 133 189 280 98 91 119 133 91 105 189 154 91 182 238 224 238 210 301 147 203 140 280 224 168 196 133 147 161 154 196 175 210 77
 77 161 147 196 154 98 126 175 196 147 203 112 112 252 245 224 224 105 196 189 154 224 280 210 252 98 0 49 203 147 91 203 154 238 266 273 175 322 266 112 238 210 273 245 203 238 217 175 280 98 161 63 63 175 231 231 196 98 147 133 196 147 210 294 322 252 329 147 49 112 252 189 175 203 224 98 126 203 161 147 168 147 147 182 182 266 161 105 70 189 203 154 161 112 133 126 147 175 147 196 35
 84 147 112 154 189 119 175 224 189 175 245 63 112 259 238 245 259 147 245 196 119 189 245 168 203 56 49 0 168 161 126 231 133 210 252 315 189 336 217 84 210 210 266 266 245 287 266 224 329 84 154 105 49 126 182 196 189 84 168 168 224 189 245 336 315 259 287 105 77 133 245 154 140 175 189 63 91 175 133 105 154 196 189 217 203 294 161 147 105 224 224 168 182 126 147 147 161 189 168 210 42
 168 266 63 168 350 287 315 378 140 266 350 112 266 413 350 406 420 308 364 210 203 259 266 49 154 154 203 168 0 210 238 280 105 91 161 455 343 490 210 203 287 350 399 420 406 434 406 364 448 126 154 259 203 105 133 224 308 224 329 336 385 301 322 420 245 238 259 63 189 210 189 217 224 238 238 105 77 70 63 63 105 343 350 378 364 455 301 273 273 287 378 329 343 287 301 315 308 350 329 364 210
 77 301 147 301 273 238 154 238 105 70 147 189 252 392 392 350 322 196 175 49 280 350 399 245 329 210 147 161 210 0 84 70 105 175 168 266 315 455 364 245 371 357 413 378 280 280 224 196 245 105 63 147 203 245 308 350 343 238 287 245 322 112 112 210 196 112 427 182 91 35 133 315 301 329 350 140 147 154 147 196 112 196 245 287 315 385 308 112 203 77 336 294 294 252 273 266 294 308 273 329 175
 70 245 175 280 189 161 77 161 175 56 119 175 189 315 329 266 238 112 126 133 245 308 371 266 329 182 91 126 238 84 0 119 154 238 245 210 238 378 343 196 322 287 350 301 203 203 161 126 210 119 133 70 154 245 301 322 280 182 210 161 238 63 119 210 280 196 413 196 56 49 217 273 259 294 315 147 168 210 182 203 168 119 161 203 238 301 238 35 126 105 259 217 217 175 203 189 224 231 196 252 119
 147 364 217 371 308 280 168 252 154 70 112 259 308 434 448 385 343 231 154 77 350 420 469 315 399 280 203 231 280 70 119 0 175 231 196 238 357 497 434 308 434 406 469 420 294 273 210 196 203 175 126 189 266 322 378 420 399 301 329 273 357 112 56 154 196 105 504 259 154 91 154 378 371 399 420 210 224 217 210 266 175 210 266 315 357 420 357 133 245 28 378 343 336 301 322 308 343 357 322 378 238
 84 273 49 224 308 252 231 308 56 168 245 119 245 399 364 378 371 245 273 105 231 301 329 147 238 161 154 133 105 105 154 175 0 84 112 364 322 469 287 210 322 343 399 399 343 357 315 280 350 56 49 196 182 161 217 280 315 217 301 280 350 210 217 315 189 147 343 91 119 112 112 252 252 280 287 77 63 56 42 105 21 266 294 329 336 420 294 189 224 189 350 301 315 259 280 280 294 322 294 343 175
 175 336 98 252 392 329 315 392 77 245 322 175 322 469 427 455 455 329 350 154 280 343 357 140 245 224 238 210 91 175 238 231 84 0 70 441 399 546 301 273 371 413 469 476 427 441 399 364 420 140 112 280 259 189 224 315 378 287 378 364 427 287 280 385 154 168 350 126 203 196 105 301 301 322 329 147 119 35 77 140 70 357 378 413 413 497 364 273 308 252 434 378 392 336 357 357 364 399 378 420 252
 189 392 154 322 413 364 322 399 63 231 301 231 364 511 476 490 476 350 336 126 336 406 427 210 315 273 266 252 161 168 245 196 112 70 0 427 434 581 371 322 434 462 518 511 441 441 392 364 399 168 112 294 301 252 294 378 427 329 413 385 455 280 252 343 84 112 420 189 224 196 49 364 364 385 392 189 168 91 126 203 98 357 392 434 448 525 413 273 336 224 462 413 427 371 392 392 406 434 406 455 287
 287 378 385 462 231 266 147 133 371 196 133 378 315 364 434 287 210 189 91 301 413 462 532 476 525 364 273 315 455 266 210 238 364 441 427 0 308 385 525 364 462 371 427 329 154 84 49 98 63 329 329 210 315 441 497 490 399 336 287 210 259 154 189 147 434 343 595 406 259 245 392 441 420 448 476 350 378 420 392 413 371 126 182 210 280 294 343 175 245 210 301 301 273 287 301 273 315 301 266 315 287
 252 105 301 245 77 77 210 175 371 287 315 238 77 77 126 70 126 140 280 357 175 189 266 329 315 189 175 189 343 315 238 357 322 399 434 308 0 147 287 147 182 63 119 77 161 231 266 231 350 266 336 168 140 266 301 238 98 119 28 98 63 266 343 399 497 420 343 287 224 280 427 189 168 189 210 252 280 364 322 280 343 189 126 98 28 112 56 231 112 336 35 21 28 63 42 49 35 7 42 21 147
 399 224 448 364 189 224 329 266 518 420 434 378 224 77 175 112 175 266 392 504 301 280 350 469 434 329 322 336 490 455 378 497 469 546 581 385 147 0 385 280 259 140 126 77 231 301 357 336 441 413 483 308 287 399 427 343 196 259 175 217 140 392 476 511 644 567 434 427 371 420 574 301 287 294 308 399 427 511 469 420 490 301 231 189 140 91 182 357 259 469 119 168 161 210 196 196 182 147 182 126 294
 294 175 231 63 336 273 385 413 336 399 462 175 231 315 217 357 406 343 462 385 119 105 63 168 63 161 266 217 210 364 343 434 287 301 371 525 287 385 0 168 133 252 266 343 420 476 476 434 546 259 329 315 210 119 77 49 196 196 287 336 343 406 462 553 455 434 70 189 294 350 392 98 119 98 77 224 224 280 252 175 294 399 364 371 315 392 231 364 287 434 322 273 308 259 259 287 252 294 294 294 238
 168 63 175 112 175 112 224 245 266 252 315 98 70 203 154 210 245 175 301 280 49 112 175 189 175 49 112 84 203 245 196 308 210 273 322 364 147 280 168 0 126 147 196 217 252 308 315 266 385 161 238 154 49 119 161 126 105 28 133 175 196 259 322 406 392 343 238 147 154 217 322 77 63 91 119 133 154 238 203 140 231 231 203 210 168 259 98 210 119 301 182 126 154 98 105 126 112 147 140 161 77
 294 84 280 126 245 203 336 336 385 378 434 203 154 189 84 245 308 280 413 406 91 28 91 252 182 161 238 210 287 371 322 434 322 371 434 462 182 259 133 126 0 133 133 224 336 399 420 378 497 280 357 273 175 189 182 84 77 140 189 259 238 378 448 525 511 462 175 245 280 343 441 70 70 49 56 252 266 343 308 231 343 336 287 273 210 280 126 336 224 427 210 175 203 182 168 196 154 189 203 182 203
 287 84 315 224 140 126 266 238 399 336 371 245 98 63 63 112 182 196 343 399 154 147 224 329 294 196 210 210 350 357 287 406 343 413 462 371 63 140 252 147 133 0 63 91 224 294 329 287 413 294 364 217 161 259 287 203 56 126 84 161 119 322 399 462 525 462 308 294 259 322 455 161 147 154 175 273 294 378 343 287 364 252 189 161 91 147 49 280 161 385 77 70 91 105 84 105 63 70 105 56 175
 343 126 371 252 196 189 329 294 455 399 434 294 161 77 49 147 224 259 406 462 196 161 224 371 315 245 273 266 399 413 350 469 399 469 518 427 119 126 266 196 133 63 0 112 273 350 385 350 469 350 427 280 217 301 315 217 91 182 147 224 168 385 462 518 588 525 308 343 322 385 511 189 175 175 189 329 350 434 392 329 420 315 245 210 140 168 112 343 224 448 126 133 154 168 147 168 126 126 161 112 238
 322 168 378 308 112 147 259 203 448 350 364 308 154 42 147 42 119 196 322 427 245 238 315 406 378 266 245 266 420 378 301 420 399 476 511 329 77 77 343 217 224 91 112 0 175 245 294 266 378 343 406 231 217 336 371 294 147 196 98 147 70 322 399 441 567 490 399 357 294 343 497 252 231 245 266 329 357 441 399 357 413 231 161 119 63 56 119 287 182 399 42 98 84 140 119 119 112 77 105 56 224
 259 252 343 364 84 147 126 42 378 231 210 308 189 203 287 126 56 98 168 329 301 336 413 413 434 280 203 245 406 280 203 294 343 427 441 154 161 231 420 252 336 224 273 175 0 77 126 112 210 294 329 154 224 364 413 378 259 224 147 84 105 189 259 280 476 385 483 350 224 252 413 329 301 329 357 301 329 399 364 350 364 91 56 63 133 140 210 168 140 266 147 161 126 161 168 133 175 147 126 161 203
 273 315 371 420 154 203 126 63 378 210 175 350 252 280 357 203 126 140 126 322 357 399 476 448 483 329 238 287 434 280 203 273 357 441 441 84 231 301 476 308 399 294 350 245 77 0 70 84 140 315 336 175 273 406 462 434 329 280 217 147 182 168 231 224 469 371 546 385 245 252 413 385 364 392 420 329 357 413 385 385 371 91 112 133 210 210 280 168 189 245 224 231 203 224 231 203 245 224 196 238 245
 238 329 336 413 189 217 91 91 329 154 105 329 266 329 392 252 182 140 56 266 364 413 483 427 469 315 217 266 406 224 161 210 315 399 392 49 266 357 476 315 420 329 385 294 126 70 0 42 84 280 287 161 266 392 448 441 350 287 245 168 224 112 161 154 406 308 546 357 210 203 350 392 371 399 427 301 329 371 350 364 329 77 140 175 245 266 301 126 196 175 266 259 238 238 252 224 273 259 224 273 238
 196 287 301 371 154 175 49 63 301 133 105 287 224 294 350 224 161 98 56 245 315 371 441 385 427 273 175 224 364 196 126 196 280 364 364 98 231 336 434 266 378 287 350 266 112 84 42 0 119 238 252 119 224 350 406 399 308 245 203 126 196 91 154 175 385 294 504 315 175 168 329 350 329 357 385 259 287 336 308 322 294 35 105 147 210 245 259 91 147 161 231 217 196 196 210 189 231 224 189 238 196
 280 413 378 483 273 294 161 175 350 175 98 385 343 413 469 336 266 217 84 273 434 490 560 476 532 378 280 329 448 245 210 203 350 420 399 63 350 441 546 385 497 413 469 378 210 140 84 119 0 322 308 231 336 448 511 511 434 364 322 252 308 147 147 91 399 301 616 406 259 231 357 462 448 476 497 350 371 399 385 413 357 161 224 259 329 350 385 182 273 175 350 343 322 322 336 308 357 343 308 357 308
 42 224 56 196 252 196 189 259 105 147 224 84 196 343 315 322 315 196 245 126 189 259 301 154 224 119 98 84 126 105 119 175 56 140 168 329 266 413 259 161 280 294 350 343 294 315 280 238 322 0 77 140 133 147 203 252 266 168 245 231 294 175 210 308 238 182 329 84 70 91 161 217 210 238 252 35 49 105 70 91 77 224 238 273 280 364 245 154 168 182 301 245 259 203 224 224 238 266 238 287 119
 84 301 98 266 308 259 210 294 42 133 210 161 266 413 392 378 364 238 238 56 266 336 371 196 287 196 161 154 154 63 133 126 49 112 112 329 336 483 329 238 357 364 427 406 329 336 287 252 308 77 0 189 210 210 266 322 343 245 308 280 350 175 175 273 161 105 392 140 112 84 91 294 287 315 329 112 112 91 91 154 49 252 287 329 343 420 315 168 231 140 364 315 322 273 294 287 308 336 301 357 189
 105 189 196 252 126 91 70 119 231 119 161 168 126 245 266 203 182 56 147 196 203 266 329 273 308 154 63 105 259 147 70 189 196 280 294 210 168 308 315 154 273 217 280 231 154 175 161 119 231 140 189 0 112 231 287 280 217 133 140 91 168 105 182 252 343 259 385 203 77 112 273 238 217 252 273 154 182 245 210 210 210 91 98 140 168 238 175 63 56 168 189 154 147 112 133 119 154 161 126 189 77
 126 98 161 147 154 84 175 210 238 210 266 98 63 210 189 203 224 133 252 245 98 154 224 196 210 56 63 49 203 203 154 266 182 259 301 315 140 287 210 49 175 161 217 217 224 273 266 224 336 133 210 112 0 140 189 175 140 35 119 140 182 210 273 357 364 308 280 147 112 175 294 126 112 140 161 112 140 224 182 140 203 189 168 182 161 245 112 168 84 252 175 119 140 84 98 112 112 147 126 161 28
 182 175 112 63 294 224 301 343 217 287 364 63 189 322 252 336 364 273 364 266 105 154 168 70 84 84 175 126 105 245 245 322 161 189 252 441 266 399 119 119 189 259 301 336 364 406 392 350 448 147 210 231 140 0 56 119 210 147 252 280 315 308 350 448 336 315 182 70 189 238 273 112 126 133 140 105 105 161 133 56 175 322 308 322 294 378 217 273 224 322 301 252 273 217 224 245 231 273 259 287 161
 238 203 161 63 343 273 357 399 266 350 420 126 231 350 266 371 406 322 427 322 126 154 140 84 28 133 231 182 133 308 301 378 217 224 294 497 301 427 77 161 182 287 315 371 413 462 448 406 511 203 266 287 189 56 0 105 231 189 294 329 357 364 406 504 378 364 126 119 245 294 315 119 140 140 126 168 154 203 182 112 224 378 357 371 329 413 245 329 273 378 336 287 315 259 266 287 266 308 301 315 210
 273 133 231 56 294 231 350 371 336 371 434 161 182 266 168 308 357 301 427 378 77 56 49 182 98 140 231 196 224 350 322 420 280 315 378 490 238 343 49 126 84 203 217 294 378 434 441 399 511 252 322 280 175 119 105 0 147 154 238 294 301 378 441 525 462 427 112 189 266 329 392 49 70 49 28 210 217 287 252 175 294 364 322 322 266 343 182 336 245 413 273 231 259 217 210 238 203 245 252 252 203
 266 42 280 168 175 133 280 266 371 336 378 203 91 119 49 161 224 210 357 385 105 91 168 280 238 154 196 189 308 343 280 399 315 378 427 399 98 196 196 105 77 56 91 147 259 329 350 308 434 266 343 217 140 210 231 147 0 105 112 189 161 329 399 469 504 441 252 252 245 308 427 112 91 98 119 238 259 343 308 245 336 273 217 196 133 203 49 280 168 385 126 98 126 112 98 126 77 112 126 105 161
 168 63 189 140 147 84 203 217 273 245 294 119 42 182 154 189 217 147 280 280 77 126 196 210 210 70 98 84 224 238 182 301 217 287 329 336 119 259 196 28 140 126 182 196 224 280 287 245 364 168 245 133 35 147 189 154 105 0 105 147 168 238 308 385 399 343 259 168 147 210 329 105 84 112 140 147 168 252 210 161 238 210 175 175 140 231 77 196 91 287 154 105 126 70 77 98 84 126 112 140 63
 224 112 280 238 56 49 182 154 350 259 287 217 63 105 147 84 119 112 252 336 168 196 273 315 308 175 147 168 329 287 210 329 301 378 413 287 28 175 287 133 189 84 147 98 147 217 245 203 322 245 308 140 119 252 294 238 112 105 0 77 63 238 315 371 469 392 350 266 196 252 399 189 168 189 217 231 259 343 301 259 315 168 105 84 35 126 63 196 84 308 56 14 21 42 28 21 35 28 14 49 126
 196 175 280 280 28 63 112 77 322 203 217 231 112 168 224 112 91 49 182 294 217 259 336 336 350 196 133 168 336 245 161 273 280 364 385 210 98 217 336 175 259 161 224 147 84 147 168 126 252 231 280 91 140 280 329 294 189 147 77 0 77 175 252 301 434 350 406 273 168 210 364 245 224 252 273 231 259 336 294 273 301 91 28 49 84 147 133 140 63 252 105 91 70 77 91 63 105 91 63 112 126
 266 168 336 301 49 98 189 133 392 280 294 280 126 98 182 28 63 126 252 371 231 252 329 378 371 238 196 224 385 322 238 357 350 427 455 259 63 140 343 196 238 119 168 70 105 182 224 196 308 294 350 168 182 315 357 301 161 168 63 77 0 252 329 371 511 427 406 322 238 287 441 252 231 252 273 287 315 392 357 322 364 161 91 49 28 70 119 217 126 329 42 70 42 98 91 70 91 56 56 56 175
 133 294 238 343 203 196 63 147 217 42 56 245 238 343 371 280 238 126 63 154 301 364 427 329 392 245 147 189 301 112 63 112 210 287 280 154 266 392 406 259 378 322 385 322 189 168 112 91 147 175 175 105 210 308 364 378 329 238 238 175 252 0 77 147 294 203 476 259 119 91 238 336 322 350 371 210 231 259 238 266 217 98 161 210 259 315 280 42 161 77 280 252 245 217 238 217 259 259 224 280 175
 168 371 259 392 287 273 140 217 203 63 56 287 308 420 448 364 315 210 105 126 364 434 490 357 434 301 210 245 322 112 119 56 217 280 252 189 343 476 462 322 448 399 462 399 259 231 161 154 147 210 175 182 273 350 406 441 399 308 315 252 329 77 0 98 252 154 525 294 168 112 210 399 385 413 434 245 259 266 259 301 224 175 245 287 336 392 357 119 238 28 357 329 322 294 315 294 336 343 308 364 245
 266 441 357 490 329 336 189 238 301 161 91 385 378 469 518 399 336 259 119 224 448 511 574 455 532 392 294 336 420 210 210 154 315 385 343 147 399 511 553 406 525 462 518 441 280 224 154 175 91 308 273 252 357 448 504 525 469 385 371 301 371 147 98 0 329 238 623 392 259 210 301 483 469 497 518 343 357 364 357 399 322 210 280 322 385 420 420 189 301 133 406 385 371 357 378 350 399 392 357 413 329
 245 462 231 399 462 420 350 434 126 252 308 308 427 574 553 539 518 392 350 147 413 483 504 294 399 350 322 315 245 196 280 196 189 154 84 434 497 644 455 392 511 525 588 567 476 469 406 385 399 238 161 343 364 336 378 462 504 399 469 434 511 294 252 329 0 98 504 266 273 231 70 441 441 462 469 259 245 175 203 280 168 392 434 483 504 581 476 308 385 231 525 476 483 434 455 448 469 497 462 518 350
 175 406 203 371 385 343 259 343 98 161 210 266 364 504 497 462 434 308 252 63 371 441 476 287 385 301 252 259 238 112 196 105 147 168 112 343 420 567 434 343 462 462 525 490 385 371 308 294 301 182 105 259 308 315 364 427 441 343 392 350 427 203 154 238 98 0 490 245 203 147 63 399 392 420 434 217 210 168 182 259 140 301 350 399 427 497 413 217 308 133 448 406 406 357 385 371 399 420 385 441 280
 357 238 294 133 406 343 455 483 392 462 532 238 294 364 259 413 469 413 532 448 189 161 84 210 105 231 329 287 259 427 413 504 343 350 420 595 343 434 70 238 175 308 308 399 483 546 546 504 616 329 392 385 280 182 126 112 252 259 350 406 406 476 525 623 504 490 0 252 364 413 448 161 182 154 133 287 280 329 308 238 350 469 434 434 378 448 287 434 357 504 378 336 371 329 322 350 315 357 357 357 308
 126 210 42 133 294 224 266 322 147 231 308 49 210 350 301 350 364 252 322 196 154 217 238 70 147 98 147 105 63 182 196 259 91 126 189 406 287 427 189 147 245 294 343 357 350 385 357 315 406 84 140 203 147 70 119 189 252 168 266 273 322 259 294 392 266 245 252 0 147 175 203 175 175 196 203 56 35 98 63 14 105 294 294 322 301 392 245 231 210 266 322 266 287 224 238 252 252 287 266 301 147
