52 
 138 1908 723 1311 996 1104 1827 1245 1779 1680 3258 2100 3060 3495 1017 891 1149 348 870 672 753 0 525 954 1365 2322 2532 2259 1287 1059 312 291 2559 540 495 501 753 843 618 747 1134 1605 1464 597 699 978 2496 933 282 711 2496 3798
 543 1530 1083 1614 1311 1407 1473 1761 2301 2205 3432 2274 3024 3381 1353 747 1254 687 1383 282 561 525 0 1236 1566 2262 2538 2310 888 537 456 801 3006 825 819 849 1047 1170 978 1098 1635 1245 1923 708 1221 1071 2322 1203 732 381 2742 3813
 825 2766 1518 375 96 171 2703 1461 1818 1614 2310 1164 2280 2793 168 834 2073 1260 1230 1134 1674 954 1236 0 441 1611 1728 1416 1434 1701 1263 789 1863 426 459 453 201 135 345 237 1476 2475 894 552 1014 420 1959 48 690 1074 1545 2946
 1230 3087 1959 327 450 372 3036 1848 2142 1917 1893 735 1860 2397 492 978 2502 1689 1653 1401 2055 1365 1566 441 0 1236 1305 987 1527 1962 1668 1227 1818 825 870 876 621 573 783 678 1884 2808 1062 858 1443 519 1653 444 1119 1317 1179 2505
 2187 3576 3018 1548 1656 1599 3570 3069 3378 3150 1623 1005 762 1188 1713 1518 3447 2670 2835 1998 2823 2322 2262 1611 1236 0 378 477 1677 2415 2559 2298 2751 1842 1905 1932 1728 1740 1890 1827 3087 3360 2268 1725 2616 1362 558 1593 2157 1893 1488 1575
 2397 3906 3204 1581 1752 1677 3894 3147 3405 3165 1251 849 555 1122 1797 1794 3678 2880 2955 2286 3093 2532 2538 1728 1305 378 0 330 2022 2736 2793 2469 2586 2022 2082 2100 1872 1860 2040 1959 3189 3678 2253 1941 2742 1557 876 1716 2337 2178 1230 1278
 2121 3732 2910 1251 1437 1356 3711 2823 3072 2835 1254 546 882 1452 1476 1578 3408 2601 2637 2073 2856 2259 2310 1416 987 477 330 0 1890 2559 2532 2175 2301 1737 1794 1809 1572 1551 1740 1650 2868 3489 1923 1677 2427 1287 1032 1410 2049 1968 1011 1542
 1218 1905 1953 1740 1530 1584 1911 2493 2994 2850 3126 2064 2415 2661 1599 603 2121 1551 2133 630 1377 1287 888 1434 1527 1677 2022 1890 0 780 1335 1476 3288 1206 1248 1293 1332 1452 1377 1443 2406 1713 2313 966 1932 1047 1569 1386 1344 573 2613 3246
 1080 1170 1512 2070 1782 1872 1158 2277 2820 2736 3753 2625 3168 3438 1836 1011 1476 1155 1899 567 726 1059 537 1701 1962 2415 2736 2559 780 0 915 1341 3519 1317 1323 1359 1527 1656 1482 1596 2139 945 2448 1149 1749 1443 2346 1659 1269 645 3132 3990
 438 1623 627 1623 1311 1416 1536 1371 1920 1857 3561 2400 3312 3717 1329 1071 888 240 996 708 450 312 456 1263 1668 2559 2793 2532 1335 915 0 570 2844 843 804 813 1062 1158 930 1059 1227 1317 1749 855 879 1248 2688 1242 594 786 2808 4068
 273 2190 735 1113 810 915 2103 1017 1530 1413 3093 1953 3012 3483 810 993 1290 489 660 900 1020 291 801 789 1227 2298 2469 2175 1476 1341 570 0 2277 453 390 369 609 663 444 558 933 1884 1182 621 453 936 2535 783 150 918 2301 3714
 2481 4467 2709 1551 1770 1704 4380 1935 1710 1503 2118 1752 3030 3648 1707 2691 3360 2709 2103 2970 3294 2559 3006 1863 1818 2751 2586 2301 3288 3519 2844 2277 0 2202 2196 2160 2007 1875 2037 1926 2112 4161 1095 2397 2064 2241 3285 1908 2292 2922 1425 3267
 405 2346 1182 801 489 591 2280 1365 1821 1656 2718 1560 2562 3030 528 633 1683 870 1053 771 1248 540 825 426 825 1842 2022 1737 1206 1317 843 453 2202 0 63 102 228 345 177 276 1326 2052 1146 240 828 483 2091 399 315 732 1968 3279
 366 2331 1122 825 513 618 2262 1305 1767 1608 2760 1605 2622 3093 543 687 1635 819 990 786 1218 495 819 459 870 1905 2082 1794 1248 1323 804 390 2196 63 0 45 258 363 159 279 1263 2034 1128 288 768 546 2154 438 255 756 2004 3336
 375 2355 1104 813 498 603 2286 1266 1725 1563 2760 1608 2643 3117 525 729 1629 813 954 825 1233 501 849 453 876 1932 2100 1809 1293 1359 813 369 2160 102 45 0 255 345 129 255 1224 2058 1092 333 729 573 2190 435 243 798 1995 3348
 624 2574 1341 570 261 363 2508 1383 1788 1602 2505 1353 2421 2913 309 732 1881 1068 1113 969 1476 753 1047 201 621 1728 1872 1572 1332 1527 1062 609 2007 228 258 255 0 129 168 123 1374 2280 981 390 891 417 2028 180 498 915 1743 3108
 720 2691 1386 465 153 258 2625 1338 1716 1518 2430 1290 2412 2925 183 852 1950 1140 1098 1098 1581 843 1170 135 573 1740 1860 1551 1452 1656 1158 663 1875 345 363 345 129 0 228 105 1347 2397 858 519 882 492 2073 147 573 1044 1653 3078
 498 2484 1176 690 381 486 2412 1242 1674 1500 2655 1509 2589 3078 399 795 1728 915 957 942 1359 618 978 345 783 1890 2040 1740 1377 1482 930 444 2037 177 159 129 168 228 0 129 1221 2187 972 408 732 558 2178 339 345 906 1878 3276
 627 2610 1281 564 255 360 2541 1266 1665 1476 2538 1395 2508 3012 270 846 1845 1035 1008 1044 1488 747 1098 237 678 1827 1959 1650 1443 1596 1059 558 1926 276 279 255 123 105 129 0 1263 2313 879 486 789 537 2142 243 471 1002 1755 3180
 1185 2688 741 1635 1440 1512 2574 192 717 732 3540 2508 3744 4269 1392 1923 1329 990 276 1803 1575 1134 1635 1476 1884 3087 3189 2868 2406 2139 1227 933 2112 1326 1263 1224 1374 1347 1221 1263 0 2388 1206 1536 498 1779 3399 1497 1077 1836 2688 4359
 1698 309 1650 2850 2544 2643 228 2568 3108 3096 4656 3510 4113 4371 2580 1920 1224 1479 2226 1431 870 1605 1245 2475 2808 3360 3678 3489 1713 945 1317 1884 4161 2052 2034 2058 2280 2397 2187 2313 2388 0 3066 1953 2163 2307 3279 2442 1881 1530 3987 4935
 1392 3372 1671 735 801 780 3285 1077 1170 924 2367 1452 2793 3375 726 1710 2319 1623 1104 1914 2199 1464 1923 894 1062 2268 2253 1923 2313 2448 1749 1182 1095 1146 1128 1092 981 858 972 879 1206 3066 0 1365 1011 1311 2712 939 1200 1878 1512 3291
 462 2235 1302 921 636 723 2181 1590 2058 1896 2739 1578 2466 2898 693 396 1737 945 1260 582 1206 597 708 552 858 1725 1941 1677 966 1149 855 621 2397 240 288 333 390 519 408 486 1536 1953 1365 0 1041 393 1920 510 471 525 2034 3213
 720 2469 660 1233 993 1080 2367 561 1083 987 3204 2115 3294 3804 960 1428 1311 684 225 1350 1299 699 1221 1014 1443 2616 2742 2427 1932 1749 879 453 2064 828 768 729 891 882 732 789 498 2163 1011 1041 0 1290 2910 1029 588 1371 2370 3945
 840 2577 1659 693 513 546 2532 1797 2202 2010 2361 1203 2088 2547 588 468 2124 1323 1512 885 1590 978 1071 420 519 1362 1557 1287 1047 1443 1248 936 2241 483 546 573 417 492 558 537 1779 2307 1311 393 1290 0 1620 375 795 798 1692 2823
 2373 3453 3216 1980 2022 1986 3471 3408 3771 3555 2115 1551 972 1095 2088 1617 3564 2838 3135 2040 2874 2496 2322 1959 1653 558 876 1032 1569 2346 2688 2535 3285 2091 2154 2190 2028 2073 2178 2142 3399 3279 2712 1920 2910 1620 0 1926 2388 1938 2046 1794
 801 2730 1515 411 141 213 2670 1485 1854 1650 2325 1173 2268 2775 216 786 2061 1248 1245 1095 1647 933 1203 48 444 1593 1716 1410 1386 1659 1242 783 1908 399 438 435 180 147 339 243 1497 2442 939 510 1029 375 1926 0 675 1029 1569 2940
 192 2184 864 1035 726 831 2106 1149 1653 1521 3000 1851 2877 3342 738 846 1386 570 801 792 1032 282 732 690 1119 2157 2337 2049 1344 1269 594 150 2292 315 255 243 498 573 345 471 1077 1881 1200 471 588 795 2388 675 0 795 2226 3591
 651 1788 1389 1434 1161 1242 1755 1932 2445 2316 3129 1989 2655 3000 1218 390 1632 987 1566 105 939 711 381 1074 1317 1893 2178 1968 573 645 786 918 2922 732 756 798 915 1044 906 1002 1836 1530 1878 525 1371 798 1938 1029 795 0 2490 3453
 2367 4266 2985 1191 1500 1395 4215 2580 2649 2400 855 564 1620 2235 1491 2130 3591 2787 2529 2577 3216 2496 2742 1545 1179 1488 1230 1011 2613 3132 2808 2301 1425 1968 2004 1995 1743 1653 1878 1755 2688 3987 1512 2034 2370 1692 2046 1569 2226 2490 0 1875
 3660 5148 4452 2727 2952 2865 5145 4290 4461 4212 1197 1857 837 957 2985 3069 4947 4143 4146 3558 4371 3798 3813 2946 2505 1575 1278 1542 3246 3990 4068 3714 3267 3279 3336 3348 3108 3078 3276 3180 4359 4935 3291 3213 3945 2823 1794 2940 3591 3453 1875 0
 0 4662 1967 2772 2037 2282 4487 2989 4200 3927 7287 4585 6825 7847 2093 1820 3010 1134 2135 1470 2009 322 1267 1925 2870 5103 5593 4949 2842 2520 1022 637 5789 945 854 875 1456 1680 1162 1463 2765 3962 3248 1078 1680 1960 5537 1869 448 1519 5523 8540
 4662 0 4543 7329 6615 6846 315 6692 7945 7931 11473 8813 10080 10612 6706 5068 3465 4165 5901 3948 2744 4452 3570 6454 7203 8344 9114 8708 4445 2730 3787 5110 10423 5474 5439 5495 6006 6279 5796 6090 6272 721 7868 5215 5761 6013 8057 6370 5096 4172 9954 12012
 1967 4543 0 4228 3563 3801 4277 2156 3402 3409 8869 6237 8736 9800 3535 3759 1519 945 1449 3087 2023 1687 2527 3542 4571 7042 7476 6790 4557 3528 1463 1715 6321 2758 2618 2576 3129 3234 2744 2989 1729 3850 3899 3038 1540 3871 7504 3535 2016 3241 6965 10388
 2772 7329 4228 0 728 490 7182 3675 4277 3738 4641 2058 4977 6279 700 2688 5600 3724 3325 3507 4767 3059 3766 875 763 3612 3689 2919 4060 4830 3787 2597 3619 1869 1925 1897 1330 1085 1610 1316 3815 6650 1715 2149 2877 1617 4620 959 2415 3346 2779 6363
 2037 6615 3563 728 0 245 6468 3297 4088 3591 5327 2674 5383 6608 175 2163 4900 3010 2807 2849 4039 2324 3059 224 1050 3864 4088 3353 3570 4158 3059 1890 4130 1141 1197 1162 609 357 889 595 3360 5936 1869 1484 2317 1197 4718 329 1694 2709 3500 6888
 2282 6846 3801 490 245 0 6699 3444 4172 3661 5082 2443 5208 6461 280 2303 5145 3262 2996 3045 4284 2576 3283 399 868 3731 3913 3164 3696 4368 3304 2135 3976 1379 1442 1407 847 602 1134 840 3528 6167 1820 1687 2520 1274 4634 497 1939 2898 3255 6685
 4487 315 4277 7182 6468 6699 0 6426 7672 7672 11389 8715 10080 10654 6545 4998 3157 3934 5649 3864 2534 4263 3437 6307 7084 8330 9086 8659 4459 2702 3584 4907 10220 5320 5278 5334 5852 6125 5628 5929 6006 532 7665 5089 5523 5908 8099 6230 4914 4095 9835 12005
 2989 6692 2156 3675 3297 3444 6426 0 1281 1260 8015 5684 8638 9898 3171 4627 3549 2667 882 4452 4060 2905 4109 3409 4312 7161 7343 6587 5817 5313 3199 2373 4515 3185 3045 2954 3227 3122 2898 2954 448 5992 2513 3710 1309 4193 7952 3465 2681 4508 6020 10010
 4200 7945 3402 4277 4088 4172 7672 1281 0 581 8162 6118 9219 10549 3927 5726 4690 3955 2156 5670 5341 4151 5369 4242 4998 7882 7945 7168 6986 6580 4480 3570 3990 4249 4123 4025 4172 4004 3906 3885 1673 7252 2730 4802 2527 5138 8799 4326 3857 5705 6181 10409
 3927 7931 3409 3738 3591 3661 7672 1260 581 0 7581 5544 8659 9996 3430 5348 4802 3836 2037 5390 5257 3920 5145 3766 4473 7350 7385 6615 6650 6384 4333 3297 3507 3864 3752 3647 3738 3542 3500 3444 1708 7224 2156 4424 2303 4690 8295 3850 3549 5404 5600 9828
 7287 11473 8869 4641 5327 5082 11389 8015 8162 7581 0 2709 3101 4340 5334 6405 10227 8330 7868 7532 9198 7602 8008 5390 4417 3787 2919 2926 7294 8757 8309 7217 4942 6342 6440 6440 5845 5670 6195 5922 8260 10864 5523 6391 7476 5509 4935 5425 7000 7301 1995 2793
 4585 8813 6237 2058 2674 2443 8715 5684 6118 5544 2709 0 3164 4571 2716 3766 7546 5649 5383 4858 6489 4900 5306 2716 1715 2345 1981 1274 4816 6125 5600 4557 4088 3640 3745 3752 3157 3010 3521 3255 5852 8190 3388 3682 4935 2807 3619 2737 4319 4641 1316 4333
 6825 10080 8736 4977 5383 5208 10080 8638 9219 8659 3101 3164 0 1442 5488 5313 9800 7959 8183 6440 8365 7140 7056 5320 4340 1778 1295 2058 5635 7392 7728 7028 7070 5978 6118 6167 5649 5628 6041 5852 8736 9597 6517 5754 7686 4872 2268 5292 6713 6195 3780 1953
 7847 10612 9800 6279 6608 6461 10654 9898 10549 9996 4340 4571 1442 0 6734 6188 10738 8967 9387 7245 9191 8155 7889 6517 5593 2772 2618 3388 6209 8022 8673 8127 8512 7070 7217 7273 6797 6825 7182 7028 9961 10199 7875 6762 8876 5943 2555 6475 7798 7000 5215 2233
 2093 6706 3535 700 175 280 6545 3171 3927 3430 5334 2716 5488 6734 0 2324 4900 3024 2716 2975 4102 2373 3157 392 1148 3997 4193 3444 3731 4284 3101 1890 3983 1232 1267 1225 721 427 931 630 3248 6020 1694 1617 2240 1372 4872 504 1722 2842 3479 6965
 1820 5068 3759 2688 2163 2303 4998 4627 5726 5348 6405 3766 5313 6188 2324 0 4557 2856 3843 1155 3045 2079 1743 1946 2282 3542 4186 3682 1407 2359 2499 2317 6279 1477 1603 1701 1708 1988 1855 1974 4487 4480 3990 924 3332 1092 3773 1834 1974 910 4970 7161
 3010 3465 1519 5600 4900 5145 3157 3549 4690 4802 10227 7546 9800 10738 4900 4557 0 1904 2947 3584 1771 2681 2926 4837 5838 8043 8582 7952 4949 3444 2072 3010 7840 3927 3815 3801 4389 4550 4032 4305 3101 2856 5411 4053 3059 4956 8316 4809 3234 3808 8379 11543
 1134 4165 945 3724 3010 3262 3934 2667 3955 3836 8330 5649 7959 8967 3024 2856 1904 0 1806 2142 1435 812 1603 2940 3941 6230 6720 6069 3619 2695 560 1141 6321 2030 1911 1897 2492 2660 2135 2415 2310 3451 3787 2205 1596 3087 6622 2912 1330 2303 6503 9667
 2135 5901 1449 3325 2807 2996 5649 882 2156 2037 7868 5383 8183 9387 2716 3843 2947 1806 0 3584 3227 2030 3227 2870 3857 6615 6895 6153 4977 4431 2324 1540 4907 2457 2310 2226 2597 2562 2233 2352 644 5194 2576 2940 525 3528 7315 2905 1869 3654 5901 9674
 1470 3948 3087 3507 2849 3045 3864 4452 5670 5390 7532 4858 6440 7245 2975 1155 3584 2142 3584 0 1953 1568 658 2646 3269 4662 5334 4837 1470 1323 1652 2100 6930 1799 1834 1925 2261 2562 2198 2436 4207 3339 4466 1358 3150 2065 4760 2555 1848 245 6013 8302
 2009 2744 2023 4767 4039 4284 2534 4060 5341 5257 9198 6489 8365 9191 4102 3045 1771 1435 3227 1953 0 1757 1309 3906 4795 6587 7217 6664 3213 1694 1050 2380 7686 2912 2842 2877 3444 3689 3171 3472 3675 2030 5131 2814 3031 3710 6706 3843 2408 2191 7504 10199
 322 4452 1687 3059 2324 2576 4263 2905 4151 3920 7602 4900 7140 8155 2373 2079 2681 812 2030 1568 1757 0 1225 2226 3185 5418 5908 5271 3003 2471 728 679 5971 1260 1155 1169 1757 1967 1442 1743 2646 3745 3416 1393 1631 2282 5824 2177 658 1659 5824 8862
 1267 3570 2527 3766 3059 3283 3437 4109 5369 5145 8008 5306 7056 7889 3157 1743 2926 1603 3227 658 1309 1225 0 2884 3654 5278 5922 5390 2072 1253 1064 1869 7014 1925 1911 1981 2443 2730 2282 2562 3815 2905 4487 1652 2849 2499 5418 2807 1708 889 6398 8897
 1925 6454 3542 875 224 399 6307 3409 4242 3766 5390 2716 5320 6517 392 1946 4837 2940 2870 2646 3906 2226 2884 0 1029 3759 4032 3304 3346 3969 2947 1841 4347 994 1071 1057 469 315 805 553 3444 5775 2086 1288 2366 980 4571 112 1610 2506 3605 6874
 2870 7203 4571 763 1050 868 7084 4312 4998 4473 4417 1715 4340 5593 1148 2282 5838 3941 3857 3269 4795 3185 3654 1029 0 2884 3045 2303 3563 4578 3892 2863 4242 1925 2030 2044 1449 1337 1827 1582 4396 6552 2478 2002 3367 1211 3857 1036 2611 3073 2751 5845
 5103 8344 7042 3612 3864 3731 8330 7161 7882 7350 3787 2345 1778 2772 3997 3542 8043 6230 6615 4662 6587 5418 5278 3759 2884 0 882 1113 3913 5635 5971 5362 6419 4298 4445 4508 4032 4060 4410 4263 7203 7840 5292 4025 6104 3178 1302 3717 5033 4417 3472 3675
 5593 9114 7476 3689 4088 3913 9086 7343 7945 7385 2919 1981 1295 2618 4193 4186 8582 6720 6895 5334 7217 5908 5922 4032 3045 882 0 770 4718 6384 6517 5761 6034 4718 4858 4900 4368 4340 4760 4571 7441 8582 5257 4529 6398 3633 2044 4004 5453 5082 2870 2982
 4949 8708 6790 2919 3353 3164 8659 6587 7168 6615 2926 1274 2058 3388 3444 3682 7952 6069 6153 4837 6664 5271 5390 3304 2303 1113 770 0 4410 5971 5908 5075 5369 4053 4186 4221 3668 3619 4060 3850 6692 8141 4487 3913 5663 3003 2408 3290 4781 4592 2359 3598
 2842 4445 4557 4060 3570 3696 4459 5817 6986 6650 7294 4816 5635 6209 3731 1407 4949 3619 4977 1470 3213 3003 2072 3346 3563 3913 4718 4410 0 1820 3115 3444 7672 2814 2912 3017 3108 3388 3213 3367 5614 3997 5397 2254 4508 2443 3661 3234 3136 1337 6097 7574
 2520 2730 3528 4830 4158 4368 2702 5313 6580 6384 8757 6125 7392 8022 4284 2359 3444 2695 4431 1323 1694 2471 1253 3969 4578 5635 6384 5971 1820 0 2135 3129 8211 3073 3087 3171 3563 3864 3458 3724 4991 2205 5712 2681 4081 3367 5474 3871 2961 1505 7308 9310
 1022 3787 1463 3787 3059 3304 3584 3199 4480 4333 8309 5600 7728 8673 3101 2499 2072 560 2324 1652 1050 728 1064 2947 3892 5971 6517 5908 3115 2135 0 1330 6636 1967 1876 1897 2478 2702 2170 2471 2863 3073 4081 1995 2051 2912 6272 2898 1386 1834 6552 9492
 637 5110 1715 2597 1890 2135 4907 2373 3570 3297 7217 4557 7028 8127 1890 2317 3010 1141 1540 2100 2380 679 1869 1841 2863 5362 5761 5075 3444 3129 1330 0 5313 1057 910 861 1421 1547 1036 1302 2177 4396 2758 1449 1057 2184 5915 1827 350 2142 5369 8666
 5789 10423 6321 3619 4130 3976 10220 4515 3990 3507 4942 4088 7070 8512 3983 6279 7840 6321 4907 6930 7686 5971 7014 4347 4242 6419 6034 5369 7672 8211 6636 5313 0 5138 5124 5040 4683 4375 4753 4494 4928 9709 2555 5593 4816 5229 7665 4452 5348 6818 3325 7623
 945 5474 2758 1869 1141 1379 5320 3185 4249 3864 6342 3640 5978 7070 1232 1477 3927 2030 2457 1799 2912 1260 1925 994 1925 4298 4718 4053 2814 3073 1967 1057 5138 0 147 238 532 805 413 644 3094 4788 2674 560 1932 1127 4879 931 735 1708 4592 7651
 854 5439 2618 1925 1197 1442 5278 3045 4123 3752 6440 3745 6118 7217 1267 1603 3815 1911 2310 1834 2842 1155 1911 1071 2030 4445 4858 4186 2912 3087 1876 910 5124 147 0 105 602 847 371 651 2947 4746 2632 672 1792 1274 5026 1022 595 1764 4676 7784
 875 5495 2576 1897 1162 1407 5334 2954 4025 3647 6440 3752 6167 7273 1225 1701 3801 1897 2226 1925 2877 1169 1981 1057 2044 4508 4900 4221 3017 3171 1897 861 5040 238 105 0 595 805 301 595 2856 4802 2548 777 1701 1337 5110 1015 567 1862 4655 7812
 1456 6006 3129 1330 609 847 5852 3227 4172 3738 5845 3157 5649 6797 721 1708 4389 2492 2597 2261 3444 1757 2443 469 1449 4032 4368 3668 3108 3563 2478 1421 4683 532 602 595 0 301 392 287 3206 5320 2289 910 2079 973 4732 420 1162 2135 4067 7252
 1680 6279 3234 1085 357 602 6125 3122 4004 3542 5670 3010 5628 6825 427 1988 4550 2660 2562 2562 3689 1967 2730 315 1337 4060 4340 3619 3388 3864 2702 1547 4375 805 847 805 301 0 532 245 3143 5593 2002 1211 2058 1148 4837 343 1337 2436 3857 7182
 1162 5796 2744 1610 889 1134 5628 2898 3906 3500 6195 3521 6041 7182 931 1855 4032 2135 2233 2198 3171 1442 2282 805 1827 4410 4760 4060 3213 3458 2170 1036 4753 413 371 301 392 532 0 301 2849 5103 2268 952 1708 1302 5082 791 805 2114 4382 7644
 1463 6090 2989 1316 595 840 5929 2954 3885 3444 5922 3255 5852 7028 630 1974 4305 2415 2352 2436 3472 1743 2562 553 1582 4263 4571 3850 3367 3724 2471 1302 4494 644 651 595 287 245 301 0 2947 5397 2051 1134 1841 1253 4998 567 1099 2338 4095 7420
 2765 6272 1729 3815 3360 3528 6006 448 1673 1708 8260 5852 8736 9961 3248 4487 3101 2310 644 4207 3675 2646 3815 3444 4396 7203 7441 6692 5614 4991 2863 2177 4928 3094 2947 2856 3206 3143 2849 2947 0 5572 2814 3584 1162 4151 7931 3493 2513 4284 6272 10171
 3962 721 3850 6650 5936 6167 532 5992 7252 7224 10864 8190 9597 10199 6020 4480 2856 3451 5194 3339 2030 3745 2905 5775 6552 7840 8582 8141 3997 2205 3073 4396 9709 4788 4746 4802 5320 5593 5103 5397 5572 0 7154 4557 5047 5383 7651 5698 4389 3570 9303 11515
 3248 7868 3899 1715 1869 1820 7665 2513 2730 2156 5523 3388 6517 7875 1694 3990 5411 3787 2576 4466 5131 3416 4487 2086 2478 5292 5257 4487 5397 5712 4081 2758 2555 2674 2632 2548 2289 2002 2268 2051 2814 7154 0 3185 2359 3059 6328 2191 2800 4382 3528 7679
